Date & Time,Home Team,Away Team,Home Score,Away Score,Home Set Scores,Away Set Scores
16.02. 12:30,Vibo Valentia,Cisterna,2,3,17 21 25 25 14,25 25 21 17 16
16.02. 11:00,Monza,Ravenna,3,0,25 25 25,14 19 20
13.02. 13:30,Cisterna,Milano,0,3,21 11 24,25 25 26
13.02. 11:00,Modena,Perugia,2,3,20 28 25 26 13,25 30 18 24 15
13.02. 11:00,Ravenna,Lube Civitanova,0,3,18 20 21,25 25 25
13.02. 11:00,Vibo Valentia,Verona,3,0,26 25 25,24 14 23
13.02. 08:00,Trentino,Taranto,3,0,25 25 25,22 19 14
12.02. 11:30,Padova,Monza,0,3,21 17 22,25 25 25
09.02. 13:30,Cisterna,Piacenza,3,0,25 26 25,17 24 23
09.02. 13:30,Ravenna,Padova,1,3,21 21 25 18,25 25 23 25
09.02. 12:30,Vibo Valentia,Taranto,3,1,25 22 25 25,15 25 20 22
06.02. 11:00,Monza,Cisterna,3,1,22 25 25 25,25 23 23 18
06.02. 11:00,Trentino,Modena,2,3,25 25 19 18 13,23 22 25 25 15
05.02. 13:30,Perugia,Ravenna,3,0,25 25 25,18 23 16
05.02. 11:30,Lube Civitanova,Vibo Valentia,3,0,25 25 25,17 17 12
05.02. 11:00,Verona,Milano,3,2,17 25 19 25 23,25 15 25 23 21
02.02. 13:30,Lube Civitanova,Trentino,3,2,20 25 17 25 15,25 20 25 22 13
02.02. 13:30,Perugia,Taranto,3,0,25 25 25,17 23 23
30.01. 13:30,Monza,Trentino,1,3,25 13 21 20,23 25 25 25
30.01. 11:00,Milano,Perugia,1,3,21 19 25 20,25 25 23 25
30.01. 11:00,Ravenna,Vibo Valentia,1,3,21 19 25 22,25 25 23 25
30.01. 08:30,Padova,Taranto,2,3,21 18 25 25 12,25 25 21 17 15
29.01. 11:00,Cisterna,Verona,1,3,25 20 23 21,23 25 25 25
26.01. 13:30,Monza,Milano,0,3,22 16 22,25 25 25
26.01. 13:30,Taranto,Ravenna,3,0,25 25 29,19 20 27
23.01. 11:00,Lube Civitanova,Monza,3,0,25 25 25,19 16 17
23.01. 08:30,Cisterna,Taranto,3,1,22 25 25 25,25 14 23 15
22.01. 11:00,Verona,Padova,3,1,22 25 25 25,25 18 20 21
22.01. 08:00,Trentino,Ravenna,3,0,26 25 25,24 21 14
19.01. 13:30,Piacenza,Lube Civitanova,0,3,17 28 21,25 30 25
16.01. 08:30,Taranto,Verona,3,0,25 25 25,23 23 14
12.01. 13:30,Piacenza,Vibo Valentia,3,0,27 25 25,25 22 23
09.01. 11:00,Piacenza,Modena,2,3,22 18 25 25 13,25 25 18 23 15
09.01. 08:30,Milano,Vibo Valentia,3,0,25 25 25,18 19 13
06.01. 11:00,Vibo Valentia,Modena,1,3,22 25 22 22,25 21 25 25
06.01. 09:00,Milano,Piacenza,3,1,31 23 25 25,29 25 22 18
05.01. 10:00,Taranto,Monza,2,3,25 23 25 18 10,22 25 19 25 15
02.01. 13:30,Taranto,Milano,2,3,29 22 16 25 10,27 25 25 21 15
02.01. 11:00,Piacenza,Monza,3,0,25 25 34,23 17 32
02.01. 11:00,Trentino,Perugia,3,2,25 21 26 22 15,21 25 24 25 11
30.12. 13:30,Milano,Trentino,0,3,22 18 26,25 25 28
30.12. 13:30,Modena,Monza,3,0,25 25 25,19 22 21
30.12. 13:30,Padova,Cisterna,3,2,25 22 17 37 15,17 25 25 35 11
29.12. 13:30,Perugia,Verona,3,0,25 25 25,20 20 18
26.12. 11:00,Verona,Trentino,3,2,13 29 25 25 15,25 31 20 10 12
26.12. 09:30,Cisterna,Perugia,1,3,27 19 10 19,25 25 25 25
26.12. 08:30,Lube Civitanova,Padova,3,0,25 25 25,20 17 20
23.12. 12:00,Verona,Piacenza,3,2,18 25 15 25 15,25 22 25 20 10
19.12. 13:30,Trentino,Cisterna,3,0,25 25 25,15 14 22
19.12. 11:00,Lube Civitanova,Perugia,1,3,15 20 30 21,25 25 28 25
19.12. 08:30,Monza,Verona,3,2,25 23 26 22 17,17 25 24 25 15
18.12. 11:00,Padova,Modena,0,3,22 21 18,25 25 25
12.12. 11:00,Cisterna,Ravenna,3,0,25 25 25,16 16 16
12.12. 11:00,Perugia,Monza,3,1,25 25 22 25,14 18 25 20
12.12. 08:30,Modena,Taranto,3,1,17 27 25 25,25 25 19 16
11.12. 11:00,Vibo Valentia,Padova,3,2,25 25 19 24 15,22 20 25 26 10
08.12. 13:30,Modena,Milano,3,0,25 25 25,17 20 15
08.12. 11:00,Padova,Verona,3,0,25 25 25,21 16 21
08.12. 11:00,Piacenza,Perugia,0,3,21 22 14,25 25 25
08.12. 08:30,Taranto,Cisterna,3,1,26 25 29 27,28 22 27 25
05.12. 11:00,Cisterna,Modena,2,3,27 25 18 18 11,25 19 25 25 15
05.12. 11:00,Milano,Padova,3,1,25 25 17 26,21 21 25 24
05.12. 08:30,Perugia,Vibo Valentia,3,0,25 25 25,21 22 13
04.12. 11:00,Verona,Ravenna,3,1,25 25 22 25,16 17 25 20
28.11. 13:30,Padova,Perugia,1,3,22 25 22 17,25 21 25 25
28.11. 11:00,Cisterna,Lube Civitanova,0,3,23 23 15,25 25 25
28.11. 11:00,Modena,Verona,3,0,27 25 25,25 22 21
28.11. 08:30,Piacenza,Taranto,3,0,25 28 25,18 26 15
27.11. 13:30,Ravenna,Milano,2,3,24 21 25 25 12,26 25 23 21 15
27.11. 11:00,Vibo Valentia,Monza,2,3,25 25 20 18 6,23 22 25 25 15
24.11. 13:30,Lube Civitanova,Ravenna,3,0,25 25 25,18 19 16
24.11. 13:30,Monza,Padova,2,3,23 25 17 25 12,25 14 25 22 15
24.11. 13:30,Perugia,Modena,2,3,22 12 25 25 15,25 25 15 22 17
24.11. 13:30,Taranto,Trentino,1,3,23 27 18 19,25 25 25 25
24.11. 13:30,Verona,Vibo Valentia,3,1,25 25 26 26,22 22 28 24
23.11. 13:30,Milano,Cisterna,2,3,34 21 33 21 13,32 25 31 25 15
21.11. 13:30,Padova,Piacenza,3,2,20 21 25 25 15,25 25 22 23 8
21.11. 11:00,Milano,Verona,3,1,24 25 25 25,26 22 20 18
21.11. 11:00,Modena,Trentino,3,0,28 25 25,26 15 22
21.11. 11:00,Ravenna,Perugia,0,3,10 20 16,25 25 25
21.11. 08:30,Vibo Valentia,Lube Civitanova,0,3,17 19 16,25 25 25
20.11. 11:00,Cisterna,Monza,2,3,18 25 23 25 14,25 23 25 16 16
18.11. 13:30,Lube Civitanova,Taranto,3,0,25 25 25,20 21 12
18.11. 13:30,Trentino,Piacenza,3,1,25 21 25 25,15 25 21 23
14.11. 13:30,Piacenza,Cisterna,3,1,23 25 25 25,25 22 23 21
14.11. 11:00,Lube Civitanova,Modena,3,1,22 29 25 30,25 27 19 28
14.11. 11:00,Vibo Valentia,Ravenna,3,0,25 25 25,20 22 21
14.11. 08:30,Trentino,Monza,3,1,19 25 27 25,25 16 25 23
13.11. 13:30,Perugia,Milano,3,0,25 25 25,20 19 12
13.11. 11:00,Taranto,Padova,3,0,25 25 25,22 21 20
10.11. 13:30,Monza,Lube Civitanova,0,3,21 17 16,25 25 25
10.11. 13:30,Ravenna,Trentino,0,3,16 23 12,25 25 25
07.11. 13:30,Ravenna,Modena,0,3,19 17 25,25 25 27
07.11. 11:00,Monza,Piacenza,3,0,25 25 25,22 21 17
07.11. 11:00,Perugia,Trentino,3,0,25 25 25,12 21 18
07.11. 08:30,Milano,Lube Civitanova,0,3,26 26 23,28 28 25
07.11. 08:30,Verona,Taranto,3,2,24 25 25 19 15,26 20 23 25 13
06.11. 12:00,Cisterna,Vibo Valentia,3,1,25 27 20 25,23 25 25 20
03.11. 14:30,Lube Civitanova,Verona,3,0,25 25 25,22 20 20
03.11. 14:30,Modena,Piacenza,1,3,25 21 20 23,20 25 25 25
03.11. 14:30,Ravenna,Monza,1,3,17 19 25 14,25 25 19 25
03.11. 14:30,Taranto,Perugia,1,3,19 25 16 17,25 23 25 25
03.11. 14:30,Trentino,Padova,2,3,25 28 24 25 17,17 30 26 16 19
03.11. 14:30,Vibo Valentia,Milano,0,3,20 29 23,25 31 25
31.10. 14:30,Monza,Taranto,3,0,25 25 25,18 23 18
31.10. 12:00,Padova,Ravenna,3,2,25 23 25 21 15,14 25 18 25 8
31.10. 12:00,Trentino,Lube Civitanova,3,1,25 21 25 26,16 25 11 24
31.10. 09:30,Verona,Cisterna,1,3,20 27 25 21,25 29 19 25
30.10. 13:30,Modena,Vibo Valentia,3,0,25 26 25,20 24 22
30.10. 11:00,Piacenza,Milano,3,2,16 25 26 20 15,25 21 24 25 6
17.10. 13:30,Vibo Valentia,Trentino,1,3,21 16 29 21,25 25 27 25
17.10. 11:00,Milano,Monza,3,2,18 27 25 20 15,25 25 15 25 8
17.10. 11:00,Verona,Perugia,1,3,18 19 25 23,25 25 22 25
17.10. 08:30,Lube Civitanova,Piacenza,2,3,25 16 25 22 12,23 25 23 25 15
16.10. 13:30,Cisterna,Padova,1,3,22 22 25 22,25 25 19 25
16.10. 11:00,Ravenna,Taranto,0,3,18 22 19,25 25 25
12.10. 13:30,Trentino,Verona,3,0,25 29 25,16 27 23
10.10. 13:30,Taranto,Vibo Valentia,1,3,19 17 25 20,25 25 22 25
10.10. 11:00,Monza,Modena,3,1,24 25 28 25,26 23 26 20
10.10. 11:00,Perugia,Cisterna,3,0,25 25 25,22 18 23
10.10. 08:30,Piacenza,Ravenna,3,1,25 25 19 27,17 17 25 25
09.10. 11:00,Padova,Lube Civitanova,0,3,21 20 19,25 25 25
